Date,Safety Alert,Product Type,,
01/12/2024,"Fresenius Kabi USA, LLC Recalls Ivenix Large Volume Pump (LVP) of the Ivenix Infusion System Due to Mechanical Interference",Medical Devices,,
01/11/2024,Certain Type of Medicines Approved for Type 2 Diabetes and Obesity: Drug Safety Communication - Update on FDA’s Ongoing Evaluation of Reports of Suicidal Thoughts or Actions,"Drugs, Prescription Drugs",,
01/11/2024,"Busse Hospital Disposables, Inc. Recalls Care Trays and Kits Containing Sterile Water Based Products Under Recall by Nurse Assist",Medical Devices,,
01/08/2024,Insulet Corporation Recalls Omnipod 5 Android App due to a Software Error,Medical Devices,,
01/08/2024,"Leiters Health Issues Voluntary Nationwide Recall of Vancomycin IV Bags, Phenylephrine IV Bags, and Fentanyl IV Bags Due to Potential for Superpotent Drug","Drugs, Ingredient Level",,
01/04/2024,Getinge / Atrium Medical Corporation Issues Medical Device Correction for Nurse Assist Syringes Provided with Express Drains,"Medical Devices, Potential Lack of Sterility",,
01/03/2024,Do Not Use Synovo Total Hip Resurfacing System: FDA Safety Communication,Medical Devices,,
12/27/2023,HSV-2 Tests for Genital Herpes Can Produce False Reactive Results - Letter to Clinical Laboratory Staff and Health Care Providers,Medical Devices,,
12/27/2023,2023 Letters to Health Care Providers,"Medical Devices, Radiation-Emitting Products",,
12/26/2023,"Hospira, Inc. Issues A Voluntary Nationwide Recall For 4.2% Sodium Bicarbonate Injection, 8.4% Sodium Bicarbonate Injection, and Atropine Sulfate Injection Due to the Potential Presence of Glass Particulate Matter","Drugs, Potential Foreign Material",,
12/22/2023,"Hospira, Inc. Issues A Voluntary Nationwide Recall For One Lot of Bleomycin for Injection, USP 15 Units Single Dose ONCO-TAIN™ Glass Fliptop Vial Due To The Potential For Presence of Glass Particulate Matter","Drugs, Potential Foreign Material",,
12/22/2023,Insight Pharmaceuticals Issues Voluntary Nationwide Recall of Americaine® 20% Benzocaine Topical Anesthetic Spray Due to the Presence of Benzene,"Drugs, Unapproved Ingredient",,
12/21/2023,ResMed Notifies Customers About Updated Instructions and Labeling for Masks with Magnets Due to Potential Interference with Certain Medical Devices,"Medical Devices, Incorrect Instructions",,
12/20/2023,Philips North America LLC Recalls Panorama 1.0T HFO due to a Risk of Explosion During a Quench Procedure Caused by Excessive Pressure Buildup of Helium Gas,Medical Devices,,
12/20/2023,"Medline Industries, LP. Issues a Voluntary Nationwide Recall of  Various Lots of Tracheostomy Care and Cleaning Trays","Defect, Medical Devices",,
12/20/2023,Busse Hospital Disposables Issues Nationwide Recall of Kits/Trays Containing Sterile Water Based Products Under Recall by Nurse Assist,"Medical Devices, Potential Lack of Sterility",,
12/19/2023,Medtronic Navigation Inc. Recalls StealthStation S8 Application Version 2.0 and 2.0.1 Due to a Software Glitch,Medical Devices,,
12/19/2023,Becton Dickinson (BD)/Carefusion 303 Recalls Alaris Infusion Pumps Due to Compatibility Issues with Cardinal Health Monoject Syringes,Medical Devices,,
12/18/2023,"InvaGen Pharmaceuticals Issues Voluntary Nationwide Recall of Vigabatrin for Oral Solution, USP 500mg Due to Leaking Sachets","Drugs, Packaging Defect",,
12/08/2023,Getinge Recalls CARDIOHELP Emergency Drive due to an Impaired or Inability to Turn the Drive,Medical Devices,,
12/07/2023,Cardinal Health Issues Medical Device Recall for Nurse Assist Products Contained Within Kits/Trays,"Medical Devices, Potential Lack of Sterility",,
12/07/2023,Carefully Monitor Philips DreamStation 2 CPAP Machines for Signs of Overheating: FDA Safety Communication,Medical Devices,,
12/05/2023,Cordis US Corp Recalls INFINITI Angiographic Catheter due to Products Being Shipped Without Undergoing Sterilization Procedures,Medical Devices,,
12/01/2023,Eitan Medical Ltd Recalls Sapphire Infusion Pumps for Failure to Detect Air in the Line,,,
11/30/2023,Baxter Issues Urgent Medical Device Correction for Novum IQ Syringe Infusion Pump Due to Potential Impact of Downstream Occlusions on Infusion Volume,"Defect, Medical Devices",,
11/29/2023,Meta Herbal Issues Voluntary Nationwide Recall of Magnum XXL 9800 Capsules Due to Presence of Undeclared Sildenafil,"Dietary Supplements, Drugs, Unapproved Drug",,
11/28/2023,"Antiseizure Medicines Keppra, Keppra XR, Elepsia XR, Spritam (levetiracetam) and Onfi, Sympazan (clobazam): Drug Safety Communication - FDA Warns of Rare but Serious Drug Reaction","Drugs, Prescription Drugs",,
11/27/2023,"Novartis Issues Voluntary US Nationwide Recall of Two Lots of Sandimmune® Oral Solution (Cyclosporine Oral Solution, USP), 100 mg/mL Due to Crystallization","Drugs, Impurity",,
11/27/2023,Unomedical A/S Recalls VariSoft Infusion Sets Due to Damage to the Connector Piece Causing Unexpected Disconnections,,,
11/24/2023,Insight Pharmaceuticals Issues Voluntary Nationwide Recall of TING® 2% Miconazole Nitrate Athlete’s Foot Spray Antifungal Spray Powder Due to the Presence of Benzene,"Drugs, Unapproved Ingredient",,
11/21/2023,"Noah’s Wholesale, LLC Issues Voluntary Nationwide Recall of the Rock Due to Presence of Undeclared  Sildenafil","Drugs, Unapproved Drug",,
11/21/2023,Bayer Issues Voluntary Recall Nationwide of VITRAKVI® (larotrectinib) Oral Solution 20 mg/mL Due to Presence of Microbial Contamination,"Drugs, Microbial Contamination",,
11/17/2023,"KinderFarms, LLC Voluntarily Recalling all KinderMed Pain & Fever Products Due to Acetaminophen Instability","Drugs, Ingredient Level",,
11/17/2023,"B. Braun Medical, Inc. Recalls Infusomat Space Large Volume Pump, Wireless and Infusomat Space Large Volume Pump, Non-Wireless BATTERY PACK Due to Faulty Occlusion Alarm",Medical Devices,,
11/16/2023,Asensus Surgical Inc. Recalls Senhance Surgical System Due to Malfunctions with Unintended Movement of the Robotically-Assisted Surgical Device,Medical Devices,,
11/15/2023,Baxter Healthcare Corporation Recalls Novum IQ Syringe Pump for Potential Underdosing,Medical Devices,,
11/15/2023,Fresenius Medical Care Recalls Sanxin Single Use Syringes for Leakages,Medical Devices,,
11/15/2023,SugarMDs LLC Issues Voluntary Nationwide Recall of Advanced Glucose Support Supplements Capsules Due to Presence of Undeclared Glyburide and Metformin,"Dietary Supplements, Drugs, Unapproved Drug",,
11/15/2023,Kilitch Healthcare India Limited Issues Voluntary  Nationwide Recall of Various Eye Drops for Potential Safety Reasons,"Drugs, Device & Drug Safety",,
11/13/2023,Covidien LLC Recalls McGRATH MAC Video Laryngoscope Due to Stolen Defective Products,Medical Devices,,
11/09/2023,Labeling Updates for BD Mesh Products - Letter to Health Care Providers,Medical Devices,,
11/06/2023,"Teleflex, and Arrow International, Recall Pressure Injectable Catheter Kits for Mislabeling",Medical Devices,,
11/06/2023,"Nurse Assist, LLC Issues Recall of 0.9% Sodium Chloride Irrigation USP and Sterile Water for Irrigation USP Nationwide and to Canada","Medical Devices, Potential Lack of Sterility",,
11/01/2023,"Cardinal Health, Inc. Issues Voluntary Nationwide Recall of Certain LEADER™ Brand Eye Drops Supplied by Velocity Pharma, LLC Due to Potential Risk of Eye Infections","Drugs, Potential Lack of Sterility",,
11/01/2023,"The Harvard Drug Group, LLC Issues Voluntary Nationwide Recall of Certain Rugby® Laboratories Brand Eye Drops Supplied by Velocity Pharma, LLC Due to Potential Risk of Eye Infections","Drugs, Potential Lack of Sterility",,
10/30/2023,Olympus Recalls Olympus High Flow Insufflation Unit Due to Over-Inflation,Medical Devices,,
10/25/2023,"Exela Pharma Sciences, LLC Issues Voluntary Nationwide Recall of 8.4% Sodium Bicarbonate Injection, USP, 50 mEq/50 mL, Midazolam in 0.8% Sodium Chloride Injection 100 mg/100 mL, and ELCYS (cysteine hydrochloride Injection), USP 500 mg/10 mL Due to the Presence of Particulate Matter","Drugs, Potential Foreign Material",,
10/24/2023,Fresenius Medical Care Recalls Some Hemodialysis Machines for Potential Exposure to Toxic Compounds,Medical Devices,,
10/20/2023,Philips Respironics Recalls V60 and V60 Plus Ventilators due to Power Management Printed Circuit Board Assemblies (PM PCBAs) Not Meeting Ventilator Standards,Medical Devices,,
10/19/2023,Medtronic Notification of Stolen Defective Products – Potentially Defective McGRATH™ MAC Video Laryngoscopes,"Defect, Medical Devices",,
10/18/2023,"Hamilton Medical Inc. Recalls HAMILTON-C1, T1, MR-1 Ventilators for Capacitator Leaks and Short Circuits",Medical Devices,,
10/18/2023,"Do Not Use Tests Manufactured by Universal Meditech, Inc.: FDA Safety Communication",Medical Devices,,
10/10/2023,Voluntary Recall of Certain Over-the-Counter Drugs and Medical Devices,"Drugs, Medical Devices, Temperature Abuse",,
10/03/2023,"KVK-Tech, Inc. Issues Voluntary Nationwide Recall of One Lot of Betaxolol Tablets, USP 10 mg (Batch Number: 17853A) as a Precautionary Measure Due to a Single Foreign Tablet Found During the Line Clearance After the Batch was Packaged","Drugs, Potential Packaging Issue",,
10/02/2023,"Biomic Sciences Issues Voluntary Nationwide Recall of ION* Sinus Support, ION* Sinus, and Restore Sinus Spray Products Due to Microbial Contamination","Drugs, Microbial Contamination",,
10/02/2023,"Hospira, Inc. Issues a Voluntary Nationwide Recall for 4.2% Sodium Bicarbonate Injection, USP and 1% and 2% Lidocaine HCl Injection, USP Due to the Potential for Presence of Glass Particulate Matter","Drugs, Potential Foreign Material",,
09/29/2023,"Update: Recommendations for Certain O&M Halyard Surgical N95 Respirators, Surgical Masks, and Pediatric Face Masks: FDA Safety Communication",Medical Devices,,
09/29/2023,Risk of Invasive Disease in Preterm Infants Given Probiotics Formulated to Contain Live Bacteria or Yeast,"Biologics, Drugs",,
09/28/2023,SCYNEXIS Issues a Voluntary Nationwide Recall of BREXAFEMME® (ibrexafungerp tablets) Due to Potential for Cross Contamination with a Non-Antibacterial ßlactam Drug Substance,"Drugs, Potential Foreign Material",,
09/22/2023,"Hamilton Medical Inc. Recalls HAMILTON-C1, C2, C3, T1 Ventilators for Software Issues that May Cause Ventilators to Stop Without Notice",Medical Devices,,
09/22/2023,Universal Meditech Inc. Expands Nationwide Recall to All Products Manufactured between March 2021 and November 2022,"Defect, Medical Devices",,
09/22/2023,"VistaPharm LLC Issues Voluntary Nationwide Recall of Sucralfate Oral Suspension, 1g/10mL Due to Microbial Contamination Identified as Bacillus Cereus","Drugs, Microbial Contamination",,
09/20/2023,"Medline Industries Recalls Hudson RCI Addipak Unit Dose Vial, 0.9% Full Normal Saline Solution Due to Being Non-Sterile",Medical Devices,,
09/13/2023,Abbott Medical Recalls Proclaim and Infinity IPGs for Inability to Exit Magnetic Resonance Imaging (MRI) Mode,Medical Devices,,
09/12/2023,"Mallinckrodt Manufacturing, LLC Recalls One-Way Valve, 22F x 22M for Not Opening Properly",Medical Devices,,
09/12/2023,"Bone Matrix Product: FDA Safety Communication - Important Information for Human Cell, Tissue and Cellular and Tissue-based Product (HCT/P) Establishments Regarding Tuberculosis Outbreaks","Biologics, Tissue",,
09/11/2023,"Novartis Issues Voluntary Nationwide Recall of One Lot of Sandimmune® Oral Solution (Cyclosporine Oral Solution, USP), 100 mg/mL Due to Crystallization","Drugs, Impurity",,
09/08/2023,"Church & Dwight Issues Voluntary Nationwide Recall of One Specific Lot of TheraBreath Strawberry Splash for Kids 16oz Sold Exclusively on Amazon Between May 31 and September 02, 2023, Due to Microbial Contamination Identified as Yeast (Candida Parapsilosis)","Drugs, Microbial Contamination",,
09/05/2023,Hua Da Trading Inc dba Wefun Inc Issues Voluntary Nationwide Recall of WEFUN Capsules Due to Presence of Undeclared Sildenafil,"Dietary Supplements, Drugs, Unapproved Drug",,
08/31/2023,Datascope/Maquet/Getinge Recalls Cardiosave Hybrid and Rescue Intra-aortic Balloon Pumps (IABPs) for Unexpected Shutdowns,Medical Devices,,
08/31/2023,Getinge/Maquet/Datascope Recalls Cardiosave Hybrid and Rescue Intra-aortic Balloon Pumps (IABPs) for Gas Loss and Gas Gain Failures,Medical Devices,,
08/31/2023,Universal Meditech Inc. Issues Nationwide Recall of All Products Manufactured Between March 2021 and November 2022,"Defect, Medical Devices",,
08/31/2023,"Marlex Pharmaceuticals, Inc. Issues Voluntary Nationwide Recall of Digoxin Tablets USP, 0.125mg and Digoxin Tablets USP, 0.25mg Due to Label Mix-Up","Drugs, Mislabeling",,
08/31/2023,Getinge/Maquet/Datascope Recalls Cardiosave Hybrid and Rescue Intra-aortic Balloon Pumps (IABPs) for System Over Temperature Alarms Causing Pump Stops,Medical Devices,,
08/31/2023,Getinge/Maquet/Datascope Recalls Cardiosave Hybrid and Rescue Intra-aortic Balloon Pumps (IABPs) for Power Failures When Device is Unseated from Cart,Medical Devices,,
08/31/2023,Getinge/Maquet/Datascope Recalls Cardiosave Hybrid and Rescue Intra-aortic Balloon Pumps (IABPs) for Autofill Failure Alarms Resulting in Pump Stops,Medical Devices,,
08/31/2023,Datascope/Maquet/Getinge Recalls Cardiosave Hybrid and Rescue Intra-aortic Balloon Pumps (IABPs) for PCBA Failures Affecting the Ability to Charge the Batteries Leading to Unexpected Shutdowns,Medical Devices,,
08/26/2023,Dr. Berne’s Whole Health Products Issues Voluntary Nationwide Recall of Dr. Berne’s MSM Drops 5% and 15% Solution Eye Drops Due to Bacterial and Fungal Contamination,"Drugs, Microbial Contamination",,
08/23/2023,Draeger Recalls Carina Sub-Acute Care Ventilators for Contaminants in Airpath,Medical Devices,,
08/23/2023,"Inmar Supply Chain Solutions, LLC, Issues a Voluntary Recall of Product Stored at its Arlington, Texas Facility Due to Conditions at the Facility","Animal & Veterinary, Defect, Drugs, Food & Beverages, Medical Devices, Salmonella, Microbial Contamination, Food & Beverage Safety",,
08/17/2023,Abiomed Recalls the Labeling for Impella RP Flex with SmartAssist for Risk of Blood Clots,Medical Devices,,
08/17/2023,Do Not Use Ultraviolet (UV) Wands That Give Off Unsafe Levels of Radiation: FDA Safety Communication,Radiation-Emitting Products,,
08/17/2023,No utilice varillas de rayos ultravioleta (UV) que emitan niveles inseguros de radiación: Comunicado de seguridad de la FDA,Medical Devices,,
08/14/2023,"Philips Respironics Recalls Trilogy Evo, Evo O2, EV300, and Evo Universal Ventilators After Finding Dust and Dirt in Air Path That Can Reduce Air Flow to Patients",,,
08/04/2023,"Dräger Issues Worldwide Voluntary Recall Notification for Carina Sub-Acute Care Ventilators to Address Possible Contamination of the Breathing Gas with 1,3-Dichloropropan-2-ol","Medical Devices, Potential Foreign Material",,
08/01/2023,Baxter Healthcare Corporation Recalls SIGMA Spectrum Infusion Pumps with Master Drug Library and Spectrum IQ Infusion Systems with Dose IQ Safety Software for Repeat Upstream Occlusion False Alarms,Medical Devices,,
07/31/2023,Baxter Issues Urgent Medical Device Correction for Spectrum V8 and Spectrum IQ Infusion Pumps with Specific Software Versions,"Defect, Medical Devices",,
07/31/2023,Abbott Trifecta Valves: Potential Risk of Early Structural Valve Deterioration - Letter to Health Care Providers,Medical Devices,,
07/31/2023,"Lupin Pharmaceuticals, Inc. Issues Voluntary Nationwide Recall of 2 Lots of Tydemy™  (Drospirenone, Ethinyl Estradiol and Levomefolate Calcium Tablets 3mg/0.03mg/0.451mg and Levomefolate Calcium Tablets 0.451mg) Due to Out of Specification (OOS) Results at the 12-month Stability Time Point","Drugs, Impurity",,
07/28/2023,"GE HealthCare Recalls TruSignal SpO2 Sensors for Issues That May Reduce Defibrillation Energy, Expose Patients to Unintended Voltage, or Give Inaccurate Readings",Medical Devices,,
07/27/2023,Abiomed Recalls All Impella Left Sided  Blood Pumps for Risk of Motor Damage After Contact with Transcatheter Aortic Valve Replacement (TAVR) Stent,Medical Devices,,
07/26/2023,Abbott Recalls Amplatzer Steerable Delivery Sheath for Increased Risk of Air Embolism,,,
07/19/2023,Use Alternative Testing Method for the Quidel Cardiovascular Inc. Quidel Triage Cardiac Panel - Letter to Health Care Providers,Medical Devices,,
07/18/2023,Medtronic Recalls Implantable Cardioverter Defibrillators (ICDs) and Cardiac Resynchronization Therapy Defibrillators (CRT-Ds) with Glassed Feedthrough for Risk of Low or No Energy Output During High Voltage Therapy,Medical Devices,,
07/17/2023,Quidel Cardiovascular Inc. Recalls Quidel Triage Cardiac Panels for Risk of False Negative Troponin Results that Could Cause Delayed Diagnosis or Missed Myocardial Infarction,,,
07/17/2023,Olympus Corporation of the Americas Recalls Laser-Compatible Olympus Bronchoscopes for Risk of Endobronchial Combustion and Patient Burns,Medical Devices,,
07/17/2023,"Do Not Use RoyalVibe Health, CellQuicken, or Well-Being Reality Ultrasound Medical Devices: FDA Safety Communication",Medical Devices,,
07/13/2023,NOxBOX Ltd. Recalls NOxBOXi Nitric Oxide System for Manifold Failure that May Cause Gas Leaks and Interrupt Therapy to Neonates,,,
07/13/2023,Draeger Medical Recalls Oxylog 3000 Plus Emergency and Transport Ventilators for Risk of Unexpected Depleted Battery and Ventilator Stop,,,
07/11/2023,UPDATE: Paclitaxel-Coated Devices to Treat Peripheral Arterial Disease Unlikely to Increase Risk of Mortality - Letter to Health Care Providers,Medical Devices,,
07/07/2023,Illumina Cybersecurity Vulnerability Affecting the Universal Copy Service Software May Present Risks for Patient Results and Customer Networks: Letter to Health Care Providers,Medical Devices,,
07/07/2023,"Cipla Issues Voluntary Nationwide Recall of Six Batches of Albuterol Sulfate Inhalation Aerosol, 90 mcg (200 Metered Inhalation) Due to Container Defect","Defect, Drugs",,
06/28/2023,UPDATE: NuVasive Specialized Orthopedics’ Precice Devices - Letter to Health Care Providers,Medical Devices,,
06/26/2023,"Teleflex, and Arrow International, Recall ARROW Endurance Extended Dwell Peripheral Catheter System for Risk of Catheter Separation and Leakage",Medical Devices,,
06/14/2023,"The Harvard Drug Group, LLC Issues Voluntary Nationwide Recall of Dronabinol Capsules, USP, 2.5 mg and Ziprasidone Hydrochloride Capsules, 20 mg Due to Label Mix-up","Drugs, Mislabeling",,
06/12/2023,"BearCare, Inc. Recalls Rechargeable Walnut Wearable Smart Thermometers for Risks of Serious Injury, including Burns During Use",,,
06/07/2023,"ACTUALIZACIÓN: Se retiran del mercado ciertos ventiladores, máquinas BiPAP y máquinas CPAP de Philips Respironics debido a posibles riesgos para la salud: Comunicado de seguridad de la FDA",Medical Devices,,
06/05/2023,Abiomed Recalls Specific Impella 5.5 with SmartAssist for Purge Fluid Leaks that Can Cause Pump Stop and Loss of Support,,,
06/05/2023,"Non-sterile, Single-use Pneumatic Tourniquet Cuffs Conservation Strategies - Letter to Health Care Providers",Medical Devices,,
05/26/2023,FDA Updating Warnings to Improve Safe Use of Prescription Stimulants Used to Treat ADHD and Other Conditions.,Drugs,,
05/25/2023,"SD BioSensor, Inc. Recalls Certain Pilot COVID-19 At-Home Tests for Potential Bacteria Contamination",Medical Devices,,
05/25/2023,Do Not Use Certain SD Biosensor Pilot COVID-19 At-Home Tests: FDA Safety Communication,,,
05/24/2023,Draeger Medical Recalls Seattle PAP Plus and Breathing Circuit/Anesthesia Kits for Risk of Loose or Detached Components That Can Restrict Breathing Support,Medical Devices,,
05/22/2023,"ICU Medical Recalls Replacement Batteries for Plum 360, Plum A+, and Plum A+3 Infusion Systems Due to Diminished Battery Life that May Impact Infusion Delivery",Medical Devices,,
05/19/2023,Novis PR LLC Issues Voluntary Recall of G-Supress DX Pediatric Drops Due to Incorrect Packaging,"Drugs, Over-the-Counter Drugs, Mislabeling, Mislabeling",,
05/19/2023,Novis PR LLC Emite Retiro Voluntario de Gotas Pediátricas G-Supress DX Debido a Empaque Incorrecto,"Drugs, Over-the-Counter Drugs, Mislabeling, Mislabeling",,
05/12/2023,BearCare Voluntarily Recalls Rechargeable Walnut Thermometer Due to the Potential for Skin Burns,"Defect, Medical Devices",,
05/10/2023,UPDATE: Use of Renuvion/J-Plasma Device for Certain Aesthetic Procedures: FDA Safety Communication,Medical Devices,,
05/10/2023,ACTUALIZACIÓN: Uso del dispositivo Renuvion/J-Plasma para determinados procedimientos estéticos: Comunicación de seguridad de la FDA,Medical Devices,,
05/05/2023,"Recall Notice - SD Biosensor, Inc. Requests Discontinuation of Use and Disposal of Specific Pilot™ COVID-19 At-Home Tests in the United States Due to Microbial Contamination in the Liquid Buffer Solution","Defect, Medical Devices",,
05/04/2023,Family Dollar is Initiating a Voluntary Recall of Certain Over-the-Counter Drug Products Because the Products Have Been Stored Outside of Labeled Temperature Requirements,"Drugs, Over-the-Counter Drugs, Potential Lack of Sterility",,
05/04/2023,UPDATE - Akorn Issues Voluntary Nationwide Recall of Various Human and Animal Drug Products Within Expiry Due to Company Shutdown,"Defect, Drugs",,
05/02/2023,"Avanos Medical Inc Recalls Certain BALLARD ACCESS Closed Suction Systems for Neonates/Pediatrics for Risk of Inadequate Ventilation, Other Injuries from Cracked Manifolds",Medical Devices,,
04/28/2023,Teva Initiates Voluntary Nationwide Recall of Specific Lots of FENTANYL Buccal Tablets CII Due to a Labeling Error,"Drugs, Mislabeling",,
04/26/2023,"Gear Isle Issues Voluntary Nationwide Recall of Pro Power Knight Plus, NUX Male Enhancement and DYNAMITE SUPER Capsules Due to the Presence of Sildenafil and Tadalafil","Drugs, Over-the-Counter Drugs, Unapproved Drug",,
04/19/2023,"Fresenius Kabi USA, LLC Recalls Ivenix Infusion System for Fluid Leak That May Delay or Interrupt Treatment",Medical Devices,,
04/13/2023,All Opioid Pain Medicines: Drug Safety Communication - FDA Updates Prescribing Information to Provide Additional Guidance for Safe Use,Drugs,,
04/12/2023,"Abbott Recalls the Readers used with the FreeStyle Libre, FreeStyle Libre 14 day, and FreeStyle Libre 2 Flash Glucose Monitoring Systems for Risk of Extreme Heat and Fire",Medical Devices,,
04/07/2023,"Philips Respironics Recalls Certain Reworked DreamStation CPAP, BiPAP Machines for the Risk They May Deliver Inaccurate or Insufficient Therapy",Medical Devices,,
04/03/2023,Abbott Issues Safety Notification for FreeStyle Libre® Family of Readers in the U.S.,"Defect, Medical Devices",,
03/31/2023,Recall by Datascope/Getinge of Certain Cardiosave Hybrid and Rescue Intra-Aortic Balloon Pumps (IABP) for Risk of Unexpected Shutdown After PCBA Communication Loss,Medical Devices,,
03/31/2023,"Camber Pharmaceuticals, Inc. Issues Voluntary Nationwide Recall of Atovaquone Oral Suspension, USP 750mg/5mL Due to Potential Bacillus Cereus Contamination in the Product","Drugs, Microbial Contamination",,
03/30/2023,Evaluation of Safety Concerns with Certain Dental Devices Used on Adults – FDA Safety Communication,Medical Devices,,
03/28/2023,"UPDATED: Jarman’s Midwest Cleaning Systems, Inc. Issues Voluntary Nationwide Recall of Alcohol Antiseptic 80% Topical Solution Hand Sanitizer & Isopropyl Alcohol Antiseptic 75% Topical Solution Hand Sanitizer Due to Presence of Methanol","Drugs, Unapproved Ingredient",,
03/22/2023,"Ascend Laboratories LLC. Issues Voluntary Nationwide Recall of Dabigatran Etexilate Capsules, USP 75 mg and 150 mg, Due to the Detection of N-Nitroso-dabigatran (NDAB) Impurity","Drugs, Impurity",,
03/22/2023,Actualización sobre reportes de carcinoma de células escamosas en la cápsula alrededor de los implantes de seno: Comunicado de seguridad de la FDA,Medical Devices,,
03/22/2023,UPDATE: Reports of Squamous Cell Carcinoma (SCC) in the Capsule Around Breast Implants - FDA Safety Communication,Medical Devices,,
03/17/2023,Datascope/Getinge Recalls Certain Cardiosave Hybrid and Rescue Intra-Aortic Balloon Pumps (IABP) for Risk of Unexpected Shutdown Coiled Cord Connection Failure,Medical Devices,,
03/10/2023,Baxter Issues Urgent Medical Device Correction for LIFE2000 Ventilation System Due to Potential for Patient Desaturation When Connected with an Oxygen Concentrator,"Defect, Medical Devices",,
03/03/2023,Pharmedica USA LLC Issues Voluntary Worldwide Recall of Purely Soothing 15% MSM Drops Due to Non-Sterility,"Drugs, Potential Lack of Sterility",,
03/03/2023,All Allergenic Extracts for Diagnosis of Food Allergy: FDA Safety Communication - FDA Requires Warning about Anaphylaxis Following False Negative Food Allergen Skin Test Results in the Prescribing Information,"Allergenics, Biologics",,
03/02/2023,"Apotex Corp. Issues Voluntary Nationwide Recall of  Brimonidine Tartrate Ophthalmic Solution, 0.15%  Due to Cracks that Have Developed in Some of the Units Caps of the Bottles","Drugs, Potential Lack of Sterility",,
02/24/2023,Global Pharma Healthcare Issues Voluntary Nationwide Recall of Delsam Pharma Artificial Eye Ointment Due to Possible Microbial Contamination,"Drugs, Microbial Contamination",,
02/22/2023,GE HealthCare Recalls Nuclear Medicine 600/800 Series Systems for Risk of Detector Fall That May Injure Patients,,,
02/21/2023,nanoMaterials Discovery Corporation Issues Voluntary Nationwide Recall of its Alcohol Antiseptic 80% Alcohol Solution,"Drugs, Ingredient Level",,
02/16/2023,Philips Respironics Recalls Certain Reworked Philips Respironics Trilogy 100/200 and Garbin Ventilators Due to Potential for Silicone Foam Adhesion Failure and Residual PE‐PUR Foam Debris,Medical Devices,,
02/13/2023,Volt Candy Issues Voluntary Nationwide Recall of PrimeZen Black 6000 Capsules Due to Presence of Sildenafil and Tadalafil,"Drugs, Unapproved Ingredient",,
02/10/2023,Universal Meditech Inc. Issues Nationwide Recall of Skippack Medical Lab SARS-CoV-2 Antigen Rapid Test Kit,"Defect, Medical Devices",,
02/07/2023,"Updated: Mammography Problems at Advanced Women Imaging in Guttenberg, NJ",Medical Devices,,
02/07/2023,"Actualizado: Problemas de mamografía en Advanced Women Imaging en Guttenberg, NJ",Medical Devices,,
02/02/2023,"Smiths Medical Recalls Certain CADD System Administration Sets and Cassette Reservoirs for Issues Causing Delay, Interruption, or Under-Delivery of Therapy",Medical Devices,,
02/02/2023,Global Pharma Healthcare Issues Voluntary Nationwide Recall of Artificial Tears Lubricant Eye Drops Due to Possible Contamination,"Drugs, Microbial Contamination",,
02/01/2023,IBSA Pharma Inc. Issues Voluntary Nationwide Recall of Select Lots of TIROSINT®-SOL (levothyroxine sodium) Oral Solution Due to Subpotency,"Drugs, Ingredient Level",,
01/30/2023,Edgewell Personal Care Issues Voluntary Nationwide Recall of Banana Boat Hair & Scalp Sunscreen Due to the Presence of Benzene – UPDATED,"Drugs, Unapproved Ingredient",,
01/30/2023,Medtronic Recalls Mahurkar Acute Dual Lumen High Flow Hemodialysis Catheters for Potential Catheter Hub Defect,,,
01/27/2023,LivaNova (TandemLife) Adds to Recall for LifeSPARC System that May Experience Unintentional Extended Pump Stops Due to Controller Critical Failure,Medical Devices,,
01/26/2023,Emergent Recalls Certain RSDL (Reactive Skin Decontamination Lotion) Kits Due to Leak Potential,Medical Devices,,
01/25/2023,"Datascope/Getinge Recalls Cardiosave Hybrid and Rescue Intra-Aortic Balloon Pumps (IABP) for Risk That Blood May Enter Pump Through Damaged Balloon Catheter, Causing Patient Harm",Medical Devices,,
01/09/2023,"Spectrum Laboratory Products, Inc. Issues Voluntary Worldwide Recall of Epinephrine (L-Adrenaline) USP Bulk Active Pharmaceutical Ingredient (API) Due to Discoloration of Product","Drugs, Discoloration",,
01/05/2023,Smiths Medical Issues Urgent Medical Device Correction Letter Notifying Customers of Potential Issues with CADD™ Infusion System Infusion Sets for Use with CADD Pumps,"Defect, Medical Devices",,
12/27/2022,"GFA Production (Xiamen) Co., Ltd. Issues Voluntary Nationwide Recall of Easy Care First Aid® Burn Cream and First Aid Kits Due to Microbial Contamination","Drugs, Microbial Contamination",,
12/21/2022,"Lupin Pharmaceuticals, Inc. Issues Voluntary Nationwide Recall of Four Lots of Quinapril Tablets Due to Potential Presence of N-Nitroso-Quinapril Impurity","Drugs, Impurity",,
11/22/2022,Prolia (denosumab) by Amgen: Drug Safety Communication -  FDA Investigating Risk of Severe Hypocalcemia in Patients on Dialysis,Drugs,,
10/25/2022,"Mylan Institutional LLC, a Viatris Company, Issues a Voluntary Recall of One Lot of Octreotide Acetate Injection, 500 mcg/mL, Due to Glass Particulates in a Syringe","Drugs, Potential Foreign Material",,
09/29/2022,"Golden State Medical Supply, Inc. Issues a Voluntary Nationwide Recall of Atenolol 25 mg Tablets and Clopidogrel 75 mg Tablets Due to a Label Mix-up","Drugs, Mislabeling",,
